,name,siteName,index,contents,engContents
5935,얼럭지,얼럭지,IS08S,=얼레기. 얼레빗,comb
5936,어움,어움,IS08S,그물을 다는 테두리 나무,frame wood for putting up net
5937,약도리,약도리,IS08S,=약돌기. 망태기(메는 것),mesh bag
5938,암-패,암패,IS08S,새끼를 겹쳐 꼰 굵은 새끼,thick rope
5939,아진배기-저울,아진배기저울,IS08S,발달린 저울,weighing scale with feet
5940,&#59796;키-칼,&#59796;키칼,IS07S,식칼,knife
5941,&#60377;,&#60377;,IS07D,='&#60377;지.' 쌈지,wrapping cloth
5942,&#59773;대-선,&#59773;대선,IS07S,돛대 넷 있는 배,boat with four sails
5943,&#59773;갑-씰,&#59773;갑씰,IS07S,사겹실,pork meat
5944,심을-디,심을디,IS07S,손잡이,handle
5945,씰-뱅구리,씰뱅구리,IS07D,둥근 실감개,round spool
5946,실-돌,실돌,IS07S,⇒신돌,whetstone
5947,신-차세,신차세,IS07S,=차세. 신 삼는데 쓰는 나무칼,wooden knife for binding string
5948,신-돌,신돌,IS07S,=실-돌. 숫돌,whetstone
5949,시숫-서레,시숫서레,IS07S,⇒세숫대양,basket for washing face
5950,시리,시리,IS07S,시루,earthenware stemaer
5951,숫-굴,숫굴,IS07S,숯 도가니,coal pot
5952,술리,술리,IS07S,⇒수리,cart
5953,연-술,연술,IS08S,연줄,kite string
5954,고기-술,고기술,IS01S,낚싯줄,fishing line
5955,숟-구락,숟구락,IS07S,숟가락,spoon
5956,수지1,수지1,IS07S,⇒수자리,half transparent fishing line
5957,수자리,수자리,IS07S,=수지. 반 투명체 낚시줄,half transparent fishing line
5958,수렝이,수렝이,IS07S,어리,hencoop
5959,수꾸리,수꾸리,IS07S,철사(鐵絲),wire
5960,솔-천,솔천,IS07S,솥귀,pot habdle
5961,손-시계,손시계,IS07S,팔뚝시계,watch
5962,소살,소살,IS07S,작살,harpoon
5963,소글레,소글레,IS07S,말 머리 양쪽에 다는 쇠고리,steel handle on head of horse
5964,섹경,섹경,IS07S,거울,mirro
5965,세숫-서레,세숫서레,IS07S,⇒세숫-대양,basket for washing face
5966,세발-쇠,세발쇠,IS07S,⇒세발-소,tripod
5967,세-물림,세물림,IS07S,동물림,decorative link
5968,세답-마깨,세답마깨,IS07S,다듬잇방망이,stick
5969,서간,서간,IS07S,세간,bier
5970,생여,생여,IS07S,⇒상예,household furniture
5971,상지,상지,IS07S,⇒상제(갓상지. 대상지. 떡상지. 밥상지),box made of bamboo
5972,상예,상예,IS07S,=생여. 상여(喪輿),household furniture
5973,상-돌,상돌,IS07S,향불 그릇,aromatic plate
5974,상갑,상갑,IS07S,향그릇(香匣),aromatic plate
5975,삼갑-배,삼갑배,IS07S,세 겹으로 된 굵은 새끼,thick rope of three layers
5976,살-엄살밀이,살엄살밀이,IS07S,창문 살에 쇠시리를 만드는 대패,hand cutter
5977,살래,살래,IS07S,살강. 식기를 넣는 장,case for putting in cooking utensils
5978,산태,산태,IS07S,들것,stretcher
5979,사슬,사슬,IS07S,=총뽀롱이. 총알,bullet
5980,사다리,사다리,IS07S,⇒다리,type of ladder
5981,&#59165;리대,&#59165;리대,IS06D,다른 배를 끄는 기선,steamship that pulls other ships
5982,비형기,비형기,IS06S,비행기,plane
5983,비창,비창,IS06S,해녀가 전복 같은 것을 캘때 쓰는 쇠로 만든 연장,steel tool divers use to cut sea plants
5984,비알,비알,IS06S,=집비. 귀알,tool
5985,불천지,불천지,IS06S,소지(燒紙)로 쓰는 종이,paper
5986,불-찍,불찍,IS06S,부싯깃,tinder
5987,분체,분체,IS06S,⇒부체,fan
5988,부출,부출,IS06S,들것 대. 테두리나무,frame wood
5989,부지땡이,부지땡이,IS06S,부지깽이,poker
5990,부섭,부섭,IS06S,방 안에 상설(常設)된 화로의 한 가지,type of charcoal burner
5991,부-돌,부돌,IS06S,=부-둘. 부싯돌,tinder
5992,봉대기,봉대기,IS06S,남포 방울,dynamite ball
5993,뽀롱이,뽀롱이,IS06S,알(彈丸),egg
5994,보곰지,보곰지,IS06S,지갑,wallet
5995,벵-부리,벵부리,IS06S,병부리(甁口),top of bottle
5996,벵,벵,IS06S,=빙. 병(甁),bottle
5997,벳-바위,벳바위,IS06S,뱃전,sides of a boat
5998,베술기,베술기,IS06S,⇒베수기,rice stirrer
5999,베설-대,베설대,IS06S,굴대,axle
6000,베리,베리,IS06S,벼루,inkstone
6001,베겟-거죽,베겟거죽,IS06S,베갯잇,pillow slip
6002,베,베,IS06S,배(船),boat
6003,버텅,버텅,IS06S,나무를 버티어 걸어놓은 형기(刑器)의 한가지,something with wood hung on it
6004,뱅잇-귀,뱅잇귀,IS06S,⇒방엣귀,mortar pounder
6005,뱅이,뱅이,IS06S,⇒방에,mortar
6006,쇳-배,쇳배,IS07S,소에 짐을 싣는 데에 쓰는 굵은 새끼,thick rope for carrying things on a horse
6007,삼갑-배,삼갑배,IS07S,세겹으로 꼰 새끼,thick rope with three layers
6008,배,배,IS06S,굵은 새끼,thick rope
6009,방엣-귀,방엣귀,IS06S,=뱅잇-귀. 절구공이. 공이,mortar pounder
6010,돌-방에,돌방에,IS03S,돌 절구,stone mortar
6011,방에,방에,IS06S,=뱅이(baeng-i). 방아. 절구,mortar
6012,밥-자,밥자,IS06S,나무 주걱,wooden spatula
6013,반-솥,반솥,IS06S,중솥,middle pot
6014,박-자귀,박자귀,IS06S,박을 팔 때 쓰는 자귀,adz for digging gourds
6015,밥-박새기,밥박새기,IS06S,목대접,wooden plate
6016,남-박새기,남박새기,IS02S,목대야,wooden bowl
6017,바튐-낭,바튐낭,IS06S,⇒바툼낭,wooden stick
6018,바작,바작,IS06S,바자(芭子),bamboo
6019,바릇-베,바릇베,IS06S,낚시질 하는 배,fishing boat
6020,바농-상지,바농상지,IS06S,바느질 그릇,needle bowl
6021,바구리,바구리,IS06S,바구니(종이 바른것),paper plastered basket
6022,&#58726;-팡돌,&#58726;팡돌,IS05S,노둣돌(下馬石),stone
6023,&#58726;-줄,&#58726;줄,IS05S,말을 매는 굵고 긴 새끼,long rope for tying horse
6024,&#58726;-뱅이,&#58726;뱅이,IS05S,⇒&#58726;가리,millstone worked by horse
6025,&#58726;-마옴,&#58726;마옴,IS05S,⇒마옴,bridle
6026,&#58726;-구루마,&#58726;구루마,IS05S,마차(馬車),carriage
6027,&#58726;-가리,&#58726;가리,IS05S,⇒&#58726;-&#57767;래=&#58726;-구레=&#58726;-방에=&#58726;-뱅이. 말방아. 연자마,millstone worked by horse
6028,&#58720;리-줄,&#58720;리줄,IS05S,모리줄,rope
6029,밀지,밀지,IS05S,⇒밀종이,oilpaper
6030,미-호미,미호미,IS05S,⇒나대,large knife like axe
6031,미레기,미레기,IS05S,=미레깃-대. 미는 데에 쓰는 방망이,bat for pressing something
6032,물질-베,물질베,IS05S,⇒기계선,submarine
6033,물-부리,물부리,IS05S,권연(卷烟)을 피우는 연장,type of tool
6034,물-구덕,물구덕,IS05S,물동의 바구니. 물을 길어 나를 때 씀,water jar
6035,무지게,무지게,IS05S,헝겊으로 두껍게 만들어 짐질 때 등에 입는 것,thick cloth for carrying things on back
6036,무-자귀2,무자귀2,IS05S,배 추진기(推進器),boat propellor
6037,무쇠-곽,무쇠곽,IS05S,쇠상자,steel box
6038,못-괭이,못괭이,IS05S,꼭괭이,hoe
6039,목둣-낭,목둣낭,IS05S,목도에 쓰는 나무. 멜대,carrying pole
6040,모지락-비차락,모지락비차락,IS05S,⇒모지락비,worn out broom
6041,모꽂,모꽂,IS05S,⇒모꼬지,nail
6042,멘경,멘경,IS05S,면경(面鏡),hand mirror
6043,메콤,메콤,IS05S,멜빵,suspenders
6044,맷-돌,맷돌,IS05S,연자마의 구르는 동근 돌,round stone
6045,&#58726;-망울,&#58726;망울,IS05S,말에 쓰는것,used on horse
6046,망시리,망시리,IS05S,둥근 그물에 테를 달아 해녀 작업에 쓰는 물건,round net with frame used by divers
6047,말툭,말툭,IS05S,말뚝,pile
6048,외말-떼기,외말떼기,IS08S,한 말 들이 솥,pot
6049,막댕-이,막댕이,IS05S,막대. 채찍,"stick, whip"
6050,마옴-석,마옴석,IS05S,⇒마옴,bridle
6051,물-마께,물마께,IS05S,물방추,water spindle
6052,마께,마께,IS05S,방망이. 방추,"bat, spindle"
6053,&#58255;레,&#58255;레,IS03S,①말다래. ②짐 밑에 넣는 다래,①coffin. ②coffin under thigns
6054,&#58255;랑지,&#58255;랑지,IS03S," =&#58255;랭이. 허리에 차는 대바구니
",large basket worn around waist
6055,&#58251;-퉁에,&#58251;퉁에,IS03S,⇒&#58251;퉁,chicken`s nest
6056,&#58251;-퉁,&#58251;퉁,IS03S,⇒&#58251;텅에,chicken`s nest
6057,&#58251;-텅에,&#58251;텅에,IS03S," =&#58251;-퉁 =&#58251;-퉁에. 닭의 보금자리
",chicken`s nest
6058,&#58251;-집,&#58251;집,IS03S,닭장,chicken cage
6059,&#58251;-수렝이,&#58251;수렝이,IS03S,⇒&#58251;살롱,hencoop
6060,&#58251;-살롱,&#58251;살롱,IS03S," =&#58251;-수렝이. 닭의 어리
",hencoop
6061,등-피,등피,IS03S,⇒남푸등,lamp
6062,등-판,등판,IS03S,등경,for hanging up lamp
6063,등지-친,등지친,IS03S,방사오리를 매는 끈,rope for tying table and chair
6064,등지,등지,IS03S,방사오리(&#37913;),table and chair
6065,등-돌,등돌,IS03S,드는 힘을 겨루는 둥근 돌,round stone
6066,드레,드레,IS03S,두레박,gourd
6067,뒤-자리,뒤자리,IS03S,띠자리,ddijari
6068,뒤영-박,뒤영박,IS03S,=퇴악=퇴왁. 뒤웅박,gourd
6069,두지,두지,IS03S,뒤주,wooden rice chest
6070,두벵-들이,두벵들이,IS03S,두 되 들 만큼 큰 병,large bottle
6071,두말-떼기,두말떼기,IS03S,두 말 들이 솥,pot
6072,두껭이,두껭이,IS03S,⇒두껑,lid
6073,두께,두께,IS03S,⇒두껑,lid
6074,두껑,두껑,IS03S,=두께=두껭이. 뚜껑,lid
6075,되약-새기,되약새기,IS03S,⇒되약,dwae
6076,되약,되약,IS03S,=되약-새기=짐작=짐작이. 네 흡 들이 되,dwae
6077,동고량,동고량,IS03S,=밥-차롱. 밥도시락,rice case
6078,돗-도고리,돗도고리,IS03S,돼지 먹이통,pig`s food basket
6079,돔배,돔배,IS03S,도마,chopping board
6080,돌-혹,돌혹,IS03S,①절구 속에 있는 돌 홈통. ②돌이 둥글게 파진 홈통,①spou in mortar. ②spout with round hole
6081,돌-안반,돌안반,IS03S,방춧돌,type of stone
6082,돌-산테,돌산테,IS03S,돌 일에 쓰는 둥근 삼태기,round basket for stone work
6083,돌-뱅이,돌뱅이,IS03S,⇒돌방에,stone mortar
6084,돌-방에,돌방에,IS03S,=돌-뱅이. 돌확. 돌절구,stone mortar
6085,돌래-방석,돌래방석,IS03S,둥글방석,round cushion
6086,독석,독석,IS03S,⇒덕석,round cushion
6087,독-사발,독사발,IS03S,질그릇 사발,basket
6088,도치,도치,IS03S,=여끼. 도끼,axe
6089,도육,도육,IS03S,가락에 꿰는 구슬,beads
6090,도실기-착,도실기착,IS03S,도시락짝,rice case
6091,도실기,도실기,IS03S,도시락,rice case
6092,도로기,도로기,IS03S,⇒도레기,①wheel ②circle
6093,도레기,도레기,IS03S," =도로기. ①바퀴. ②동그랑이.
",①wheel. ②circle.
6094,도끼,도끼,IS03S,⇒도꼐,flail
6095,도구리,도구리,IS03S,⇒도고리,large scooped wooden vessel
6096,도고리,도고리,IS03S,=도구리. 함지,large scooped wooden vessel
6097,도꼐,도꼐,IS03S,⇒가마( 轎),flail
6098,도께-어시,도께어시,IS03S,도리깻대,flail beam
6099,도께-아시,도께아시,IS03S,도리깨 동생,flail brother
6100,도께-아&#58255;,도께아&#58255;,IS03S,도리깨 아들,flail son
6101,도께,도께,IS03S,도리깨,flail
6102,덩드렁,덩드렁,IS03S,⇒덩돌,straw thumper
6103,덩-돌,덩돌,IS03S,⇒덩더렁,stone for hitting straw
6104,덩더렁-마깨,덩더렁마깨,IS03S,짚 두드리개,straw thumper
6105,덩더렁,덩더렁,IS03S,=덩드렁=덩-돌짚을 두드리는 방춧돌,stone for hitting straw
6106,덧-매,덧매,IS03S,큰 매,big stick
6107,덤장,덤장,IS03S,바닷가에 고정한 그물,net fixed at sea
6108,덕석,덕석,IS03S,=독석. 둥근 멍석,round cushion
6109,대-황,대황,IS03S,큰 항아리,large vase
6110,대-초랭이,대초랭이,IS03S,작은 대막대,small beam
6111,대조랑-막댕이,대조랑막댕이,IS03S,대지팡이,large walking stick
6112,대왈,대왈,IS03S,대접,large plate
6113,대완디,대완디,IS03S,대완구(大碗口),large firearm
6114,대양,대양,IS03S,정. 징(鉦),gong
6115,대배기,대배기,IS03S,⇒대바지,plate shaped like bottle for fetching water
6116,돌래-방석,돌래방석,IS03S,둥글방석,round cushion
6117,독석,독석,IS03S,⇒덕석,round cushion
6118,독-사발,독사발,IS03S,질그릇 사발,plate
6119,도치,도치,IS03S,=여끼. 도끼,axe
6120,도육,도육,IS03S,가락에 꿰는 구슬,beads
6121,도실기-착,도실기착,IS03S,도시락짝,rice case
6122,도실기,도실기,IS03S,도시락,rice case
6123,도로기,도로기,IS03S,⇒도레기,①wheel  ②circle
6124,도레기,도레기,IS03S," =도로기. ①바퀴. ②동그랑이.
",①wheel. ②circle.
6125,도끼,도끼,IS03S,⇒도꼐,flail
6126,도구리,도구리,IS03S,⇒도고리,box
6127,도고리,도고리,IS03S,=도구리. 함지,box
6128,도께-어시,도께어시,IS03S,도리깻대,flail beam
6129,도께-아시,도께아시,IS03S,도리깨 동생,flail brother
6130,도께-아&#58255;,도께아&#58255;,IS03S,도리깨 아들,flail son
6131,도께,도께,IS03S,도리깨,flail
6132,덩드렁,덩드렁,IS03S,⇒덩돌,stone for hitting straw
6133,덩-돌,덩돌,IS03S,⇒덩더렁,stone for hitting straw
6134,덩더렁-마깨,덩더렁마깨,IS03S,짚 두드리개,straw thumper
6135,덩더렁,덩더렁,IS03S,=덩드렁=덩-돌짚을 두드리는 방춧돌,stone for hitting straw
6136,덧-매,덧매,IS03S,큰 매,big stick
6137,덤장,덤장,IS03S,바닷가에 고정한 그물,net fixed at sea
6138,덕석,덕석,IS03S,=독석. 둥근 멍석,round cushion
6139,대-황,대황,IS03S,큰 항아리,large vase
6140,대-초랭이,대초랭이,IS03S,작은 대막대,small beam
6141,대조랑-막댕이,대조랑막댕이,IS03S,대지팡이,large walking stick
6142,대왈,대왈,IS03S,대접,large plate
6143,대완디,대완디,IS03S,대완구(大碗口),large firearm
6144,대양,대양,IS03S,정. 징(鉦),gong
6145,대배기,대배기,IS03S,⇒대바지,plate shaped like bottle for fetching water
6146,대바지,대바지,IS03S,=대배기. 물 긷는 데에 쓰는 병 모양의 그릇,plate shaped like bottle for fetching water
6147,대-막댕이,대막댕이,IS03S,대막대,large beam
6148,대-공쟁이,대공쟁이,IS03S,대못,large nail
6149,대-거름체,대거름체,IS03S,가는 대체,thing seive
6150,땅곽,땅곽,IS03D,성냥의 한 가지. 돌에 마찰하여도 발화함,type of match
6151,닷-돌,닷돌,IS03S,닻돌,type of stone
6152,닷,닷,IS03S,뱃줄,boat rope
6153,담베-통,담베통,IS03S,담뱃대,tobacco beam
6154,달귀,달귀,IS03S,달고,rammer
6155,단지,단지,IS03S,꼬마동이,small child
6156,다리왜,다리왜,IS03S,⇒다루왜,iron
6157,다리,다리,IS03S,=사다리. 사닥다리,type of ladder
6158,다루왜,다루왜,IS03S,=다리왜. 다리미,iron
6159,다돗-테기,다돗테기,IS03S,닷 되 들이 솥,pot
6160,다개,다개,IS03S,마개,lid
6161,능화-자리,능화자리,IS02S,꽃자리,flower spot
6162,능로-자리,능로자리,IS02S,능라자리. 비단같이 아름다운 자리,beautiful spot like silk
6163,눈,눈,IS02S,물안경(潛水鏡),water goggles
6164,놋-사발,놋사발,IS02S,=수바기. 바리,nossabal
6165,놋-대양,놋대양,IS02S,⇒놋낭푼이,large bowl
6166,놋-낭푼이,놋낭푼이,IS02S,=놋-대양. 놋양푼,large bowl
6167,논주,논주,IS02S,목수 연장의 한가지. 끝이 작은 것,type of woodworker tool
6168,네윗-대,네윗대,IS02S,⇒네,"oar, oar beam"
6169,네위,네위,IS02S,⇒네,"oar, oar beam"
6170,네,네,IS02S,=네위=네윗-대. 노. 놋대,"oar, oar beam"
6171,너벅-선,너벅선,IS02S,짐 운반에 쓰는 넓은 배,large boat for moving things
6172,냄비,냄비,IS02S,남비,pot
6173,낭푼-이,낭푼이,IS02S,⇒낭푼,large bowl
6174,낭푼,낭푼,IS02S,=낭푼-이. 양푼,large bowl
6175,낭-못,낭못,IS02S,나무못,wooden nail
6176,낭-공쟁이,낭공쟁이,IS02S,물건을 거는데에 쓰는 나무못,wooden nail for hanging things
6177,낫,낫,IS02S,바다 속의 해초를 캐는 데에 쓰는 큰 낫,large hoe for cutting sea plants
6178,남푸-벙것,남푸벙것,IS02S,등. 갓,"lamp, hat"
6179,남푸-등,남푸등,IS02S,=등-피. 남포. 등,lamp
6180,남-통,남통,IS02S,나무 담뱃대,wooden tobacco beam
6181,남-죽,남죽,IS02S,=베수기=베술기. 죽젓광이. 죽젓개. 밥젓개,rice stirrer
6182,남-자,남자,IS02S,국자. 주걱,rice spatual
6183,남송애기,남송애기,IS02S,홈을 파는 대패,hand cutter that makes grooves
6184,남-박,남박,IS02S,=남-박새기. 나무쪽박,wooden small gourd
6185,남&#57992;개,남&#57992;개,IS02S,사냥에 쓰는 연장,hunting tool
6186,낚시-알,낚시알,IS02S,=비늘. 미늘,tinder
6187,낚시-아리,낚시아리,IS02S,=아리. 낚시 달린 끝줄,end line on fishing pole
6188,낚-베,낚베,IS02S,낚시질하는 배(漁船),fishing boat
6189,나샛-못,나샛못,IS02S,나사못,nail
6190,나새,나새,IS02S,나사,nail
6191,나대,나대,IS02S,=미-호미. 도끼와 같이 쓰는 큰-칼,large knife like axe
6192,&#57768;-쐬,&#57768;쐬,IS01S,우비칼,gouge
6193,&#57767;른-낭,&#57767;른낭,IS01S,가로지른 나무(&#32394;木),horizontally cut tree
6194,&#57767;랫-방석,&#57767;랫방석,IS01S,맷돌 밑에 까는 방석,type of cushion
6195,&#57767;랫-돌,&#57767;랫돌,IS01S,맷돌,millstone
6196,&#57767;랫-도고리,&#57767;랫도고리,IS01S,매 함지,mill box
6197,&#57767;래-독석,&#57767;래독석,IS01S,⇒&#57767;래덕석,mill cushion
6198,&#57767;래-덕석,&#57767;래덕석,IS01S," =&#57767;래-독석. 맷방석
",mill cushion
6199,&#57767;래,&#57767;래,IS01S,맷돌매,millstone beam
6200,&#57767;는-체,&#57767;는체,IS01S,가는 체,thin seive
6201,&#57767;는-대구덕,&#57767;는대구덕,IS01S,⇒곤대 구덕,thin large basket
6202,기멩세,기멩세,IS01S,연장,tool
6203,기림-초석,기림초석,IS01S,꽃돗자리,flower mat
6204,기림-방석,기림방석,IS01S,꽃방석,flower cushion
6205,기계선,기계선,IS01S,=물질-베. 기계로 잠수 일을 하는 배,submarine
6206,끌-마께,끌마께,IS01D,끌방망이,honey bat
6207,끌레기,끌레기,IS01D,⇒끌럭지,bundle
6208,끌럭지,끌럭지,IS01D,=끌레기. 꾸러미,bundle
6209,글겡이,글겡이,IS01S,글겅이. 갈퀴,currycomb
6210,그릇,그릇,IS01S,세간(器具),household furniture
6211,그늘-케,그늘케,IS01S,볕을 가리는 물건,thing for avioding sun
6212,귀-자귀,귀자귀,IS01S,원목(原木)을 잡기위하여 옆응ㄹ 깍는 자귀,adz for cutting sides of wood
6213,귀-말,귀말,IS01S,모말,square mal measure
6214,귀-되,귀되,IS01S,네모난 됫박,square gourd bowl used as measure
6215,궷-낭,궷낭,IS01S,지렛대,lever beam
6216,궤,궤,IS01S,①상자. 옷장. ②지레,"①box, closet. ②lever"
6217,굴메,굴메,IS01S,그네,swing
6218,국기,국기,IS01S,탕기(湯器),soup bowl
6219,구진-사발,구진사발,IS01S,상사발,bad bowl
6220,구진물-단지,구진물단지,IS01S,개숫물 그릇,bowl
6221,구실2,구실2,IS01S,=추승. 염주. 율무,adlai
6222,구실1,구실1,IS01S,구슬,beads
6223,구시,구시,IS01S,구유,trough
6224,구둠-받이,구둠받이,IS01S,쓰레받기,dustpan
6225,구두-칼,구두칼,IS01S,구듯주걱,spatula
6226,구덕,구덕,IS01S,바구니,basket
6227,굇-낭,굇낭,IS01S,지렛대. 고이는 나무,lever beam
6228,괴움-낭,괴움낭,IS01S,고임목,wooden prop
6229,괴비,괴비,IS01S,고비. 편지 따위를 꽂는 것,"thing for sticking in letters, etc."
6230,괴깃-베,괴깃베,IS01S,고기를 잡는 배(漁船),fishing boat
6231,괴기-술,괴기술,IS01S,낚싯줄,fishing line
6232,꽝맹이,꽝맹이,IS01D,꽝매기,gwangmaegi
6233,광조리,광조리,IS01S,광주리,round basket
6234,곽-살,곽살,IS01S,=화곽-살. 성냥개비,matchstick
6235,곽,곽,IS01S,=화곽. 성냥,matchstick
6236,공쟁-이,공쟁이,IS01S,물건을 거는 데에 쓰는 못,nail for hanging things
6237,곱-자귀,곱자귀,IS01S,자귀의 한 가지,type of adz
6238,곱은-자,곱은자,IS01S,곱자(曲尺),steel square
6239,골미,골미,IS01S,⇒골메,thimble
6240,골메,골메,IS01S,=골미. 골무,thimble
6241,골리,골리,IS01S,고리. 가락지,finger ring
6242,곤-대구덕,곤대구덕,IS01S," =&#57767;는-대구덕. 가는 대바구니
",thin large basket
6243,곡지,곡지,IS01S,꼭지,lid
6244,고지,고지,IS01S,⇒고쟁이,gochaengi
6245,고쟁이,고쟁이,IS01S,=고지. 고챙이,gochaengi
6246,고소리,고소리,IS01S,술가마,liquor pot
6247,고분살-빼는것,고분살빼는것,IS01S,=접저께. 족집게,tweezers
6248,고량-착,고량착,IS01S,⇒고량,hamper
6249,고량,고량,IS01S,=고량-착=차롱-착. 채롱,hamper
6250,걸리,걸리,IS01S,거루,lighter
6251,걸-낭,걸낭,IS01S,말코지,branched hanger
6252,건장제,건장제,IS01S,=횟-대. 옷을 거는 장대,beam for hanging clothes
6253,거치,거치,IS01S,물건을 싸고 덮기 위하여 만든 짚자리,straw item made fo cover things
6254,거적-테기,거적테기,IS01S,거적대기,mat
6255,거름-체,거름체,IS01S,가는 체,thin seive
6256,개판,개판,IS01S,(蓋板). 관(棺) 위를 덮는 널,thing to cover coffin
6257,개지,개지,IS01S,⇒가지깽이,brass rice bowl lid
6258,갈퀴,갈퀴,IS01S,갈고리,hook
6259,간지,간지,IS01S,옷걸이(衣架),hanger
6260,간데기,간데기,IS01S,풍로. 일본어에서 온것,portable cooking stove
6261,각지,각지,IS01S,등잔,lamp
6262,가지깽이,가지깽이,IS01S,=개지. 바리뚜껑,brass rice bowl lid
6263,가메2,가메2,IS01S,=도꼐=도끼. 가마,kiln
6264,가메1,가메1,IS01S,가마(釜),kiln
6265,가맹이-테기,가맹이테기,IS01S,가마니때기,lighting a kiln
6266,가맹이,가맹이,IS01S,⇒가매기,kiln
6267,가매기,가매기,IS01S,=가맹이. 가마니,kiln
6268,가마귀-머림,가마귀머림,IS01S,닭집 지붕 그물,chicken`s house roof net
6269,허리-안게,허리안게,IS14S,부티,air of a rich person
6270,베-&#62532;,베&#62532;,IS06S,삼베 토끝,end of hemp cloth
6271,멩지-&#62532;,멩지&#62532;,IS05S,명주 토끝,end of silk cloth
6272,미녕-&#62532;,미녕&#62532;,IS05S,무명 토끝,end of cotton cloth
6273,&#62532;,&#62532;,IS12S,토 끝,end of cloth
6274,&#61961;는-물레,&#61961;는물레,IS09S,⇒싸는 물레,spinning wheel
6275,&#61961;귀,&#61961;귀,IS09S,길쌈할 때 피륙을 벌리기 위하여 찌르는 활 모양의 나무,wood shaped like an arrow to spread out cloth
6276,짓-베,짓베,IS09S,다듬지 아니한 삼베,raw hemp cloth
6277,집,집,IS09S,깁(緝). 비단,"seaweed, silk"
6278,질쌈,질쌈,IS09S,길쌈,weaving
6279,정-대,정대,IS09S,꾸릿대,spindle beam
6280,정,정,IS09S,⇒멘헷정,silk cocoon
6281,자-치,자치,IS09S,자투리,odds and ends of yardage
6282,잉엣-대,잉엣대,IS08S,잉앗대,warp-tie stick
6283,잉에,잉에,IS08S,잉아(綜&#31992;),warp-tie
6284,올,올,IS08S,흩실,singel thread
6285,옥영목,옥영목,IS08S,옥양목(玉洋木),calico
6286,엉긴-베,엉긴베,IS08S,거베,thick hemp
6287,양달량,양달량,IS08S,양달령,western cloth like calico
6288,씰-쳇,씰쳇,IS07D,실반대,pile of thread
6289,씰-모뒹이,씰모뒹이,IS07D,⇒씰도로기,ball of thread
6290,씰-도로기,씰도로기,IS07D,⇒모뎅이,ball of thread
6291,씰-꼬리,씰꼬리,IS07D,⇒멘주기,ball of thread
6292,서-모시,서모시,IS07S,세모시,ramie cloth of fine texture
6293,서-광페,서광페,IS07S,가는 광포(細廣布),thin hemp cloth
6294,샛-대,샛대,IS07S,사춤대,beams for sewing
6295,삼베-질쌈,삼베질쌈,IS07S,실베길쌈,weaving thread
6296,싸는-물레,싸는물레,IS07D," =&#61961;는-물레. 물레
",spinning wheel
6297,&#58954;르는-물레,&#58954;르는물레,IS06S,⇒밀레,boleuneunmulle
6298,&#58954;딧-살,&#58954;딧살,IS06S,바딧살,reed
6299,&#58954;디-집,&#58954;디집,IS06S,바디집,reed frame
6300,&#58954;디,&#58954;디,IS06S,바디(筬),reed
6301,빌,빌,IS06S,필(疋),roll of cloth
6302,베-클,베클,IS06S,베틀,loom
6303,베영-대,베영대,IS06S,도토마리에 날을 감을때 넣는 대,beam for sharpening blade
6304,베,베,IS06S,⇒마페,hemp cloth
6305,버을레,버을레,IS06S,날을 끼는 삼각추(三角錐) 모양의 것. 비경이,clamp for blade
6306,뱅고리,뱅고리,IS06S,가락,baeng-goli
6307,&#58726;캐,&#58726;캐,IS05S,말코,molkae
6308,밀레,밀레,IS05S," =&#58954;르는 물레. 씨아
",mille
6309,미녕,미녕,IS05S,=미명. 무명,minyeong
6310,물렛-귀,물렛귀,IS05S,씨아 가락,cotton gin spindle
6311,무제,무제,IS05S,두껍게 짠 피륙의 한가지,type of thick leather
6312,모뒹이,모뒹이,IS05S,⇒모뎅이,ball of thread
6313,모뎅이,모뎅이,IS05S,=모동이=모뒹이=씰모뒹이=씰-도로기. 몽당이. 토생이. 씰꾸리,ball of thread
6314,멩지,멩지,IS05S,명주,silk thread
6315,멘헷-정,멘헷정,IS05S,=정. 고치(綿棒),silk cocoon
6316,멘주기,멘주기,IS05S,=씰-꼬리. 실꾸리 실톳,ball of thread
6317,마페,마페,IS05S,=베. 마포(麻布),hemp cloth
6318,도꼬마리,도꼬마리,IS03S,도토마리,warp beam of loom
6319,닷세-베,닷세베,IS03S,넉세베 다음 굵은 베,thick hemp cloth
6320,&#57992;,&#57992;,IS02S,날(經&#31992;),blade
6321,넉세-베,넉세베,IS02S,굵은 베. 석세로부터 o 답세까지 있음,thick hemp cloth
6322,광페,광페,IS01S,광포(廣布),hemp cloth
6323,꼬리,꼬리,IS01D,꾸리. 씨(&#32394;&#31992;),spindle
6324,가래기,가래기,IS01S,⇒가락지,spindle
6325,가락지,가락지,IS01S,=가래기. 가락,spindle
6326,후리메,후리메,IS14S,⇒후루메,Korean men`s overcoat
6327,후루메,후루메,IS14S,=후리메. 두루마기. 만주말 kulume에서 온것,Korean men`s overcoat
6328,호상-옷,호상옷,IS14S,수의(壽衣),garments for the dead
6329,헹경,헹경,IS14S,행전,leggings
6330,푸린-물,푸린물,IS13S,푸른물감,blue paint
6331,포,포,IS13S,①보. ②잇. ③들보,①wrapping cloth. ②mattress cover. ③cloth
6332,패리,패리,IS13S,패랭이,bamboo braid hat for mourners
